gen,best_J,mean_J,std_J,V_SoC,V_occ,V_grid,diversity
0,-0.1560789346616036,-0.0958238881161214,0.03558910179057947,0.0,0.0,0.0,0.0
1,-0.160226937631116,-0.12050031395227015,0.022897197606687084,0.0,0.0,9.053032825136786,106.32442731864832
2,-0.1707481609336934,-0.14419921220517437,0.015434550150899926,0.0,0.0,0.36987517542159765,85.7701701296567
3,-0.17151797761689663,-0.15823528546506474,0.005722300435043105,0.0,0.0,0.0,65.06898324812305
4,-0.17439188605434142,-0.16383338241921044,0.004413566242199796,0.0,0.0,0.8214346841642204,54.45003029395351
5,-0.17439188605434142,-0.167276242181365,0.0034127532065527173,0.0,0.0,0.8214346841642204,51.129136785898474
6,-0.17439188605434142,-0.1693686260546155,0.0024740612727796023,0.0,0.0,0.8214346841642204,42.76463332164588
7,-0.17439188605434142,-0.1705708971700535,0.0017587098680254386,0.0,0.0,0.8214346841642204,39.54933274145838
8,-0.17439188605434142,-0.1714234162219974,0.0013469318408544362,0.0,0.0,0.8214346841642204,39.42798443511829
9,-0.17458519597474728,-0.1718469027111442,0.0013910739649207454,0.0,0.0,0.0,37.91666736599342
10,-0.17484699889862293,-0.17239486248838748,0.0015135898800704552,0.0,0.0,0.11560874294238488,37.96839843820352
11,-0.17619296577533505,-0.17333588587506848,0.0010787025236767814,0.0,0.0,0.0,36.384698524528474
12,-0.17619296577533505,-0.17378461698607703,0.0012523131204361373,0.0,0.0,0.0,35.69453177092531
13,-0.17642344528367523,-0.17404314231811582,0.001468468044829317,0.0,0.0,0.0,33.758614331829534
14,-0.17696765428570335,-0.17485972353607546,0.0012654134927351907,0.0,0.0,0.0,31.684373603056233
15,-0.17730295596584414,-0.17519839262676745,0.0011767527993236577,0.0,0.0,0.037294646409176124,30.355874040345654
16,-0.17752510244005226,-0.1755395614357662,0.0011343142733062407,0.0,0.0,0.0,30.539703689859074
17,-0.17752510244005226,-0.17600787023273295,0.0009933172278514064,0.0,0.0,0.0,26.902759624635824
18,-0.1776846049960895,-0.17620586656830017,0.0010540365776956224,0.0,0.0,0.0,28.020517879286523
19,-0.17817294054879082,-0.17663323406257422,0.0008870972904120377,0.0,0.0,0.0,24.29412122390511
20,-0.17870488178191596,-0.17709629622509224,0.000583446205523127,0.0,0.0,0.0,23.05041969954745
21,-0.17899434509652665,-0.17745091429981957,0.0006407149237882924,0.0,0.0,0.0,21.05320489163404
22,-0.17918809356861962,-0.17791044774693857,0.000660856365956216,0.0,0.0,0.0,21.24282789532608
23,-0.17924262958259685,-0.1782220282588176,0.0006997010769346302,0.0,0.0,0.0,19.820186059781324
24,-0.17986682492825173,-0.17860770834429468,0.0005062953664180424,0.0,0.0,0.24342597340335814,18.65731140774842
25,-0.17998757042128907,-0.17893993188280186,0.00055926419979463,0.0,0.0,0.06954353624548659,17.681041629689673
26,-0.18055268253044862,-0.1791499760016515,0.0006021393961685385,0.0,0.0,0.06713805797317818,18.59644912262239
27,-0.18055268253044862,-0.17929335738105528,0.0007572675462936275,0.0,0.0,0.06713805797317818,17.520864554050885
