gen,best_J,mean_J,std_J,V_SoC,V_occ,V_grid,diversity
0,0.08820382008516199,26.718235354532613,22.184215204976354,0.0032759767703121057,0.0,0.0,0.0
1,0.08820382008516199,10.544297118620218,11.842016451251888,0.0032759767703121057,0.0,0.0,34.34622945201901
2,0.08820382008516199,3.798830876152199,5.733494245318507,0.0032759767703121057,0.0,0.0,33.21340255625698
3,0.08820382008516199,1.120331698386617,1.970835926154871,0.0032759767703121057,0.0,0.0,28.205532521702672
4,0.08820382008516199,0.27579779721505226,0.3499939872291605,0.0032759767703121057,0.0,0.0,24.783944101687666
5,0.08776484120464473,0.1354547513270825,0.0760801795976675,0.0032150187033439526,0.0,0.0,18.12981965104451
6,0.08539740988605066,0.10261633399986965,0.018044794015281064,0.003001843084314837,0.0,0.0,14.692032857435324
7,0.0840893975468636,0.09251708700486475,0.005350593306300167,0.0025571000380741893,0.0,0.0,10.726477585665414
8,0.08398472323007328,0.08859159188754404,0.002928026060017588,0.0,0.0,0.0,9.416968735732224
9,0.08398472323007328,0.08688604631160644,0.0013754384569477742,0.0,0.0,0.0,8.163870342209147
10,0.08373924622521695,0.08612391958118366,0.0013002626380974314,0.0,0.0,0.0,7.583711912126388
11,0.08268400825201794,0.08547672217624765,0.0013864284716352628,0.0,0.0,0.0,8.27160199423441
12,0.08244139749638087,0.08487946258240422,0.0018031674147190356,0.0028744348096663153,0.0,0.0,8.339129861024697
13,0.08197550771111364,0.08432587837092796,0.0010976573440703364,0.0,0.0,0.0,7.990357967379039
14,0.08068949252731378,0.08378256068359766,0.0011078643791982501,0.0,0.0,0.0,7.342249894970327
15,0.08068949252731378,0.08332321024346821,0.0011138907559744649,0.0,0.0,0.0,7.642475468587061
16,0.08028923507054744,0.08284822048110871,0.0011416941752738108,0.0,0.0,0.0,7.3494504189207035
17,0.07957346749844907,0.08282390088859476,0.002264441092839015,0.0,0.0,0.0,6.760094868207188
18,0.07957346749844907,0.08198443730903462,0.0014627374145170175,0.0,0.0,0.0,7.287224351096794
19,0.07839674238665612,0.08141116556647215,0.0010029971568595848,0.0,0.0,0.0,6.349270173872245
20,0.07839674238665612,0.08092839942774521,0.0009496522168204473,0.0,0.0,0.0,5.942885655671231
21,0.07839674238665612,0.08067491416832469,0.0018477006226037766,0.0,0.0,0.0,5.547539477434243
22,0.07839674238665612,0.08010466512089187,0.0008872209159506382,0.0,0.0,0.0,4.810683163238103
23,0.07828393746861459,0.07991013425328486,0.001138093037345064,0.0,0.0,0.0,4.948315204830265
24,0.07803894276928744,0.07949865224510967,0.0007245173445697737,0.0,0.0,0.0,4.698992388938222
25,0.07764789614708217,0.07941262487071106,0.0011717594219439109,0.0,0.0,0.0,4.24971207572047
26,0.07764789614708217,0.07898170634970672,0.0006517034713561062,0.0,0.0,0.0,4.16829584928618
27,0.07743573979691298,0.07878718159239173,0.0007672695178503599,0.0,0.0,0.0,4.021756275506969
28,0.07730302378054027,0.07842425908518008,0.0005542571017729657,0.0,0.0,0.0,3.6343009434619806
